merchant_id,merchant_name,merchant_category,business_type,city,state,merchant_status,declared_avg_ticket_size,transaction_count,transaction_amount,average_transaction_value,successful_transactions,failed_transactions,pending_transactions,chargeback_count,disputed_amount,high_severity_chargebacks,critical_chargebacks,failed_rate,chargeback_rate,disputed_amount_rate,risk_score,risk_level,repeated_chargeback_flag,high_failed_rate_flag,high_chargeback_rate_flag
MCH3156,"Bal, Deo And Kala",Miscellaneous,Partnership,Lucknow,Uttar Pradesh,Active,2486.0,4.0,61343.770000000004,15335.942500000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3163,Dada-Kalita,Pharmacy,Partnership,Hyderabad,Telangana,Active,963.91,3.0,43257.83,14419.276666666667,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3167,"Grewal, Biswas And Naidu",Grocery,Sole Proprietor,Jaipur,Rajasthan,Active,2704.22,2.0,34312.479999999996,17156.239999999998,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3172,Soni-Varty,Telecom,Sole Proprietor,Bengaluru,Karnataka,Active,3097.6,3.0,41167.04,13722.346666666666,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3176,Gera Inc,Telecom,Private Limited,Lucknow,Uttar Pradesh,Active,1047.58,1.0,11723.0,11723.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3178,Ganesangroup,Apparel & Fashion,Individual,Delhi,Delhi,Active,136.0,1.0,1028.92,1028.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3180,Sanghvi And S0Ns,Pharmacy,Private Limited,Delhi,Delhi,Active,2608.0,2.0,21041.73,10520.865,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3184,"Sane, Dhawan And Prabhakar",Telecom,Individual,Mumbai,Maharashtra,Active,1192.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Low,False,False,False
MCH3187,"Mand, Singhal And Raman",Pharmacy,Sole Proprietor,Kolkata,West Bengal,Active,4276.66,4.0,63628.08,15907.02,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3189,Kapoor-Hegde,Grocery,Partnership,Hyderabad,Telangana,Active,3153.88,2.0,5356.6900000000005,2678.3450000000003,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3191,Dhawan-Warrior,Transportation,Sole Proprietor,Hyderabad,Telangana,Active,1885.9,1.0,23898.0,23898.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3199,Deshmukh-Karnik,Department Store,Partnership,Jaipur,Rajasthan,Active,2251.19,1.0,9741.23,9741.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3201,Bahl And Sons,Books & Stationery,Sole Proprietor,Amritsar,Punjab,Active,576.96,1.0,22538.13,22538.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3206,Ahuja-Din,Retail,Sole Proprietor,Hyderabad,Telangana,Active,1244.0,3.0,34528.979999999996,11509.659999999998,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3207,"Gala, Khatri And Khalsa",Pharmacy,Partnership,Amritsar,Punjab,Active,929.51,4.0,28676.49,7169.1225,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3211,"Mani, Hora And Hayer",Pharmacy,Private Limited,Bengaluru,Karnataka,Active,3678.27,1.0,15355.48,15355.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3212,Merchant Llc,Miscellaneous,Private Limited,Bengaluru,Karnataka,Active,980.37,3.0,16475.63,5491.876666666667,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3214,Dubey Inc,Transportation,Individual,Bengaluru,Karnataka,Active,2052.0,4.0,29726.25,7431.5625,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3218,"Keer, Soni And Deshpande",Pharmacy,Sole Proprietor,Mumbai,Maharashtra,Active,3727.56,3.0,26580.86,8860.286666666667,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3219,Aggarwal Group,Department Store,Partnership,Lucknow,Uttar Pradesh,Active,1058.64,4.0,34717.25,8679.3125,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3221,Baria-Dube,Hotel & Lodging,Sole Proprietor,Kolkata,West Bengal,Inactive,338.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Low,False,False,False
MCH3232,Shroff-Bobal,Restaurants & Food,Partnership,Kolkata,West Bengal,Active,613.79,5.0,69511.61,13902.322,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3233,"Dada, Pingle And Date",Apparel & Fashion,Individual,Pune,Maharashtra,Inactive,5434.84,2.0,22599.23,11299.615,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3234,Lad Inc,Telecom,Individual,Kolkata,West Bengal,Active,,4.0,58364.369999999995,14591.092499999999,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3237,Gaba Inc,Miscellaneous,Sole Proprietor,Delhi,Delhi,Active,,2.0,27245.68,13622.84,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3242,"Upadhyay, Dash And Vaidya",Miscellaneous,Partnership,Jaipur,Rajasthan,Active,1731.73,1.0,19141.0,19141.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3251,Balan-Kunda,Grocery,Individual,Ludhiana,Punjab,Active,3266.06,3.0,48610.61,16203.536666666667,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3254,"Chanda, Maharaj And Chandra",Transportation,Partnership,Hyderabad,Telangana,Active,1842.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Low,False,False,False
MCH3255,"Shah, Kala And Sarraf",Hotel & Lodging,Private Limited,Jalandhar,Punjab,Active,807.0,3.0,38489.84,12829.946666666665,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3256,"Patil, Tripathi And Seshadri",Books & Stationery,Partnership,Ludhiana,Punjab,Active,4035.32,2.0,14450.35,7225.175,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3260,Rana And Sons,Retail,Individual,Amritsar,Punjab,Active,4589.68,1.0,8843.4,8843.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3263,Sarna-Chauhan,Restaurants & Food,Sole Proprietor,Lucknow,Uttar Pradesh,Active,2348.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Low,False,False,False
MCH3265,Mittal Ltd,Books & Stationery,Private Limited,Hyderabad,Telangana,Active,4170.98,1.0,14260.28,14260.28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3267,Balasubramanian-Butala,Apparel & Fashion,Individual,Chennai,Tamil Nadu,Active,1843.39,2.0,38497.880000000005,19248.940000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3268,Kadakia-Rajan,Apparel & Fashion,Sole Proprietor,Pune,Maharashtra,Active,2055.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Low,False,False,False
MCH3269,Kara-Ramaswamy,Restaurants & Food,Partnership,Pune,Maharashtra,Active,1481.0,4.0,44816.15,11204.0375,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3272,Gera Group,Apparel & Fashion,Sole Proprietor,Chennai,Tamil Nadu,Active,2272.01,1.0,11265.25,11265.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3274,Sen-Chawla,Department Store,Private Limited,Chennai,Tamil Nadu,Active,,3.0,32474.72,10824.906666666668,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3277,Issac-Lata,Telecom,Partnership,Delhi,Delhi,Active,1571.63,4.0,29168.93,7292.2325,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3279,"Zachariah, Gill And Palla",Restaurants & Food,Individual,Pune,Maharashtra,Active,,1.0,20221.9,20221.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3280,"Vohra, Bora And Vasa",Grocery,Private Limited,Pune,Maharashtra,Suspended,412.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Low,False,False,False
MCH3284,Lal And Sons,Telecom,Private Limited,Ludhiana,Punjab,Inactive,3943.29,2.0,18672.18,9336.09,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3285,"Prasad, Luthra And Suri",Retail,Partnership,Bengaluru,Karnataka,Active,669.58,5.0,58058.46000000001,11611.692000000001,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3287,"Dave, Ganesan And Biswas",Retail,Individual,Bengaluru,Karnataka,Active,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Low,False,False,False
MCH3289,Tripathi-Mandal,Telecom,Individual,Chennai,Tamil Nadu,Active,1368.37,3.0,27686.87,9228.956666666667,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3291,Sanghvi-Nair,Hotel & Lodging,Private Limited,Bengaluru,Karnataka,Active,3917.0,3.0,55719.82,18573.273333333334,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3296,Sampath-Chopra,Miscellaneous,Individual,Bengaluru,Karnataka,Active,1074.2,2.0,32941.03,16470.515,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3298,"Kurian, Sheth And Bains",Apparel & Fashion,Individual,Delhi,Delhi,Active,3789.0,3.0,50705.24,16901.746666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3299,"Varghese, Tripathi And Ganesh",Miscellaneous,Sole Proprietor,Bengaluru,Karnataka,Inactive,2177.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Low,False,False,False
MCH3313,Comar-Sidhu,Department Store,Sole Proprietor,Lucknow,Uttar Pradesh,Inactive,408.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Low,False,False,False
MCH3319,"Jani, Tailor And Radhakrishnan",Apparel & Fashion,Sole Proprietor,Jalandhar,Punjab,Active,,2.0,8844.99,4422.495,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3321,Barad-Trivedi,Transportation,Sole Proprietor,Amritsar,Punjab,Active,2096.6,2.0,21472.08,10736.04,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3323,Dey Plc,Telecom,Sole Proprietor,Jaipur,Rajasthan,Inactive,559.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Low,False,False,False
MCH3328,"Narang, Lal And Bhalla",Books & Stationery,Sole Proprietor,Kolkata,West Bengal,Active,3697.78,2.0,34318.43,17159.215,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3330,"Keer, Gupta And Som",Department Store,Private Limited,Jalandhar,Punjab,Active,3134.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Low,False,False,False
MCH3331,"Shukla, Kadakia And Kata",Apparel & Fashion,Private Limited,Ludhiana,Punjab,Active,1008.43,3.0,36313.69,12104.563333333334,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3334,Majumdar-Raja,Telecom,Private Limited,Hyderabad,Telangana,Active,2941.2,2.0,26408.98,13204.49,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3335,Choudhary Ltd,Apparel & Fashion,Partnership,Lucknow,Uttar Pradesh,Active,413.6,1.0,639.73,639.73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3348,"Chauhan, Chowdhury And Dhillon",Books & Stationery,Individual,Amritsar,Punjab,Active,,1.0,12310.48,12310.48,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3353,Sachar Ltd,Books & Stationery,Private Limited,Jalandhar,Punjab,Inactive,446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Low,False,False,False
MCH3358,Suri-Dhillon,Travel,Individual,Kolkata,West Bengal,Inactive,665.29,4.0,54693.61,13673.4025,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3361,Sabharwal-Shah,Transportation,Partnership,Jalandhar,Punjab,Inactive,887.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Low,False,False,False
MCH3362,Chander-Sangha,Grocery,Private Limited,Amritsar,Punjab,Suspended,12795.59,3.0,64537.39,21512.463333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3369,"Yadav, Deep And Bassi",Miscellaneous,Individual,Lucknow,Uttar Pradesh,Active,786.0,3.0,51642.85,17214.283333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3371,Raju Inc,Transportation,Partnership,Hyderabad,Telangana,Active,4057.11,2.0,21710.35,10855.175,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3376,Sama-Gaba,Grocery,Individual,Hyderabad,Telangana,Active,732.24,2.0,10214.18,5107.09,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3379,Sura Inc,Grocery,Sole Proprietor,Chennai,Tamil Nadu,Active,851.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Low,False,False,False
MCH3383,Muni Inc,Miscellaneous,Sole Proprietor,Delhi,Delhi,Active,5804.6,2.0,15947.82,7973.91,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3384,Gill-Bakshi,Miscellaneous,Partnership,Kolkata,West Bengal,Active,1223.35,2.0,38076.78,19038.39,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3386,"Balay, Chacko And Dani",Department Store,Private Limited,Jaipur,Rajasthan,Active,2775.53,4.0,67534.01000000001,16883.502500000002,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3387,Boase Ltd,Telecom,Sole Proprietor,Chennai,Tamil Nadu,Active,4926.8,1.0,19749.89,19749.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3389,"Barad, Murthy And Muni",Pharmacy,Individual,Amritsar,Punjab,Active,234.09,1.0,12079.0,12079.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3391,Dass Inc,Transportation,Partnership,Lucknow,Uttar Pradesh,Active,1298.0,1.0,5865.78,5865.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3393,"Panchal, Mistry And Sawhney",Grocery,Sole Proprietor,Amritsar,Punjab,Active,612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Low,False,False,False
MCH3395,Merchant-Johal,Transportation,Individual,Lucknow,Uttar Pradesh,Active,2176.33,2.0,17099.14,8549.57,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3398,Chaudhary Ltd,Apparel & Fashion,Sole Proprietor,Chennai,Tamil Nadu,Inactive,1864.25,1.0,5880.88,5880.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3399,Rana-Talwar,Medical,Private Limited,Mumbai,Maharashtra,Active,575.9,1.0,18552.02,18552.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3401,Chana Llc,Grocery,Individual,Chennai,Tamil Nadu,Active,3703.23,2.0,24366.15,12183.075,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3404,"Parekh, Lad And Soman",Department Store,Individual,Mumbai,Maharashtra,Active,,2.0,22560.54,11280.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3405,"Dara, Boase And Chada",Miscellaneous,Partnership,Pune,Maharashtra,Active,210.2,2.0,14678.41,7339.205,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3407,Lal Llc,Miscellaneous,Private Limited,Jalandhar,Punjab,Active,3232.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Low,False,False,False
MCH3409,Badami And Sons,Hotel & Lodging,Sole Proprietor,Bengaluru,Karnataka,Active,1179.18,1.0,17200.59,17200.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3410,Mutti Plc,Hotel & Lodging,Sole Proprietor,Chennai,Tamil Nadu,Active,4042.64,1.0,22219.81,22219.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3414,Sahota Ltd,Telecom,Private Limited,Amritsar,Punjab,Active,1607.54,3.0,34782.83,11594.276666666667,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3419,"Bansal, Naidu And Baria",Pharmacy,Private Limited,Pune,Maharashtra,Active,357.64,3.0,61123.55,20374.516666666666,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3421,"Sandhu, Saxena And Talwar",Books & Stationery,Sole Proprietor,Delhi,Delhi,Suspended,1117.58,1.0,9701.77,9701.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3423,Sant-Singh,Hotel & Lodging,Partnership,Delhi,Delhi,Active,11283.23,2.0,21456.35,10728.175,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3424,Tandon-Raja,Grocery,Private Limited,Pune,Maharashtra,Inactive,1643.97,2.0,42544.61,21272.305,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3426,"Morar, Dar And Raja",Department Store,Individual,Jalandhar,Punjab,Inactive,1252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Low,False,False,False
MCH3435,"Mitter, Chakrabarti And Swaminathan",Restaurants & Food,Individual,Ludhiana,Punjab,Active,1050.63,5.0,71954.3,14390.86,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3438,Murty-Parmar,Telecom,Private Limited,Amritsar,Punjab,Active,621.11,1.0,17210.23,17210.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3439,"Palan, Bora And Puri",Grocery,Private Limited,Ludhiana,Punjab,Active,1840.58,1.0,461.85,461.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3445,"Madan, Naidu And Andra",Hotel & Lodging,Private Limited,Jaipur,Rajasthan,Active,983.3,3.0,33533.020000000004,11177.673333333334,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3446,Ganesan-Contractor,Grocery,Sole Proprietor,Lucknow,Uttar Pradesh,Inactive,348.14,2.0,33502.12,16751.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3447,Andra-Edwin,Apparel & Fashion,Individual,Hyderabad,Telangana,Active,1619.69,4.0,30897.0,7724.25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3449,Nigam-Agate,Miscellaneous,Partnership,Mumbai,Maharashtra,Active,236.02,1.0,15734.19,15734.19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3451,Amble-Nair,Pharmacy,Sole Proprietor,Amritsar,Punjab,Suspended,,2.0,26411.63,13205.815,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3453,"Sangha, Minhas And Patil",Hotel & Lodging,Private Limited,Jaipur,Rajasthan,Active,,1.0,533.14,533.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3460,Chand-Bora,Grocery,Individual,Kolkata,West Bengal,Active,,1.0,410.54,410.54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3461,"Balakrishnan, Sachdeva And Sekhon",Miscellaneous,Individual,Mumbai,Maharashtra,Active,1049.37,3.0,30719.489999999998,10239.83,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3465,"Patla, Tiwari And Bobal",Telecom,Private Limited,Amritsar,Punjab,Active,662.0,2.0,24879.84,12439.92,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3468,Aurora-Ben,Hotel & Lodging,Private Limited,Hyderabad,Telangana,Active,199.0,2.0,19099.47,9549.735,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3469,Ha1Der-Bains,Telecom,Private Limited,Ludhiana,Punjab,Active,943.76,5.0,72508.81999999999,14501.764,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3470,Chopra-Garde,Telecom,Individual,Bengaluru,Karnataka,Active,509.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Low,False,False,False
MCH3473,"Mahal, Butala And Shenoy",Travel,Individual,Amritsar,Punjab,Inactive,456.8,1.0,253.18,253.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3475,"Wadhwa, Banik And Prakash",Restaurants & Food,Private Limited,Jaipur,Rajasthan,Active,335.53,2.0,26473.55,13236.775,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3477,"Mangal, Comar And Krish",Department Store,Sole Proprietor,Mumbai,Maharashtra,Active,13897.21,1.0,13949.68,13949.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3484,Sidhu Llc,Miscellaneous,Individual,Ludhiana,Punjab,Active,,2.0,38242.12,19121.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3487,Soni And Sons,Medical,Sole Proprietor,Lucknow,Uttar Pradesh,Active,1671.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Low,False,False,False
MCH3489,Bahl-Bhavsar,Transportation,Partnership,Delhi,Delhi,Active,908.03,3.0,42783.92,14261.306666666665,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3497,"Gokhale, Parmer And Contractor",Transportation,Individual,Jalandhar,Punjab,Active,,1.0,15038.39,15038.39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3498,Agate And Sons,Telecom,Individual,Chennai,Tamil Nadu,Active,1499.04,2.0,26363.780000000002,13181.890000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3501,Chandran-Tripathi,Miscellaneous,Private Limited,Mumbai,Maharashtra,Active,1658.21,2.0,24969.28,12484.64,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3502,"Bail, Sawhney And Majumdar",Restaurants & Food,Individual,Hyderabad,Telangana,Active,4792.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Low,False,False,False
MCH3504,"Ram, Dora And Bhatti",Books & Stationery,Individual,Pune,Maharashtra,Inactive,520.17,1.0,10398.63,10398.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3506,Peri Group,Hotel & Lodging,Individual,Bengaluru,Karnataka,Active,3808.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Low,False,False,False
MCH3507,"Sundaram, Shan And Subramanian",Hotel & Lodging,Individual,Amritsar,Punjab,Active,950.31,2.0,11477.779999999999,5738.889999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
MCH3508,Prabhu And Sons,Travel,Private Limited,Delhi,Delhi,Active,1850.0,2.0,29769.87,14884.935,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
