complaint_id,txn_id,user_id,merchant_id,transaction_timestamp,reported_timestamp,disputed_amount,reason_code,complaint_text,resolution_status,bank_response_timestamp,severity,channel,customer_match_status,merchant_match_status,transaction_match_status,transaction_user_id,transaction_merchant_id,user_consistency_status,merchant_consistency_status
CBK0001380,TXN00009008,USR35697,MCH7809,2026-03-23 00:00:00,2026-03-25 00:00:00,743.0,Customer Dispute,user says upi pin was not entered by them.,Rejected,2026-04-09 12:19:42,Low,IVR,Unmatched,Unmatched,Matched,USR38914,MCH7764,Mismatch,Mismatch
CBK0002216,TXN00007764,USR83977,MCH3026,2026-03-19 00:00:00,2026-03-25 00:00:00,6398.47,Customer Dispute,user claims account was compromised before transaction.,Open,,Medium,Chatbot,Unmatched,Unmatched,Matched,USR45173,MCH9008,Mismatch,Mismatch
CBK0001727,TXN00016545,USR45053,MCH5655,2026-03-04 18:43:59,2026-03-07 00:00:00,268.66,Unauthorized Transaction,customer complaint text unclear due to poor call center notes.,In Progress,2026-03-14 00:00:00,Medium,App,Matched,Unmatched,Matched,USR93827,MCH2850,Mismatch,Mismatch
CBK0000270,TXN00010202,USR15203,MCH5264,2026-01-23 00:00:00,2026-01-25 00:00:00,1328.22,Fraud,payment made to unknown merchant as per customer statement.,Pending Bank,2026-02-02 00:00:00,Low,Branch,Unmatched,Unmatched,Matched,USR67133,MCH6694,Mismatch,Mismatch
CBK0000511,TXN00018141,USR72986,MCH8779,2026-03-16 00:00:00,2026-03-19 00:00:00,4311.27,Merchant Not Delivered,customer complaint text unclear due to poor call center notes.,Resolved,2026-03-28 00:00:00,Medium,App,Unmatched,Matched,Matched,USR41678,MCH2107,Mismatch,Mismatch
CBK0002731,TXN00000182,USR78938,MCH8953,2026-02-11 00:00:00,2026-02-17 00:00:00,17413.88,Customer Dispute,user claims account was compromised before transaction.,Closed,2026-02-26 00:00:00,High,App,Unmatched,Matched,Matched,USR83894,MCH5394,Mismatch,Mismatch
CBK0001334,TXN00013020,USR94669,MCH6850,,2026-03-11 00:00:00,2027.64,Incorrect Amount,user reports money deducted but merchant denies receiving payment.,In Progress,2026-03-27 00:00:00,Medium,IVR,Unmatched,Unmatched,Matched,USR10973,MCH4591,Mismatch,Mismatch
CBK0000009,TXN00007204,USR51727,MCH4175,2026-03-15 00:00:00,2026-03-17 00:00:00,4713.91,Account Compromised,suspicious high-value payment disputed by customer.,Rejected,,High,Branch,Unmatched,Unmatched,Matched,USR86397,MCH8225,Mismatch,Mismatch
CBK0000733,TXN00012362,USR55838,MCH4181,2026-05-02 12:02:58,2026-06-02 00:00:00,4043.04,Account Compromised,user says upi pin was not entered by them.,Open,2026-02-08 15:02:00,Critical,Branch,Unmatched,Unmatched,Matched,USR78508,MCH7039,Mismatch,Mismatch
CBK0001152,TXN00008504,USR31293,MCH1317,2026-02-15 23:32:00,2026-02-16 13:32:23,588.2,Fraud,user reports money deducted but merchant denies receiving payment.,Pending Bank,2026-03-06 13:32:23,Medium,Branch,Unmatched,Unmatched,Matched,USR82187,MCH4111,Mismatch,Mismatch
CBK0000886,TXN00012882,USR83501,MCH3412,2026-01-13 00:00:00,2026-01-15 10:24:32,1791.89,Fraud,payment made to unknown merchant as per customer statement.,Resolved,2026-01-28 00:00:00,Medium,Chatbot,Unmatched,Matched,Matched,USR26557,MCH3295,Mismatch,Mismatch
CBK0002753,TXN00006756,USR69271,MCH1635,2026-03-28 00:00:00,2026-04-28 00:00:00,988.98,Merchant Not Delivered,payment made to unknown merchant as per customer statement.,Pending Bank,,Medium,Branch,Unmatched,Unmatched,Matched,USR60836,MCH7992,Mismatch,Mismatch
CBK0001224,TXN00008299,USR61715,MCH1151,2026-01-04 00:00:00,2026-01-07 00:00:00,1586.53,Fraud,suspicious high-value payment disputed by customer.,Open,2026-03-02 03:47:20,Medium,Email,Unmatched,Unmatched,Matched,USR99192,MCH7672,Mismatch,Mismatch
CBK0000155,TXN00010068,USR53527,MCH9030,2026-03-12 00:00:00,2026-03-14 00:00:00,2128.78,Unauthorized Transaction,merchant service was not delivered after payment.,Pending Bank,2026-03-17 00:00:00,Low,Chatbot,Unmatched,Unmatched,Matched,USR87038,MCH8699,Mismatch,Mismatch
CBK0001466,TXN00015318,USR91423,MCH3984,2026-02-16 14:22:00,2026-02-19 00:00:00,3397.0,Merchant Not Delivered,suspicious high-value payment disputed by customer.,Closed,2026-03-21 00:00:00,Medium,Chatbot,Unmatched,Matched,Matched,USR60859,MCH8366,Mismatch,Mismatch
CBK0001664,TXN00018525,USR61151,MCH2048,2026-01-18 00:00:00,2026-01-17 00:00:00,263.29,Fraud,user reports money deducted but merchant denies receiving payment.,Pending Bank,2026-02-10 20:54:30,Low,Chatbot,Unmatched,Unmatched,Matched,USR17878,MCH8177,Mismatch,Mismatch
CBK0001452,TXN00008175,USR21384,MCH2062,2026-02-22 00:00:00,2026-03-01 07:14:00,7668.14,Customer Dispute,customer says amount was debited twice.,Open,,Low,App,Unmatched,Unmatched,Matched,USR28960,MCH5719,Mismatch,Mismatch
CBK0002640,TXN00005546,USR34195,MCH2365,2026-02-24 10:34:00,2026-02-25 16:34:00,1518.0,Duplicate Debit,user claims account was compromised before transaction.,Open,,Low,Call Center,Matched,Unmatched,Matched,USR10402,MCH1041,Mismatch,Mismatch
CBK0000867,TXN00019528,USR25296,MCH5076,2026-01-31 00:00:00,2026-01-29 00:00:00,2653.08,Merchant Not Delivered,user claims account was compromised before transaction.,Closed,2026-02-14 14:43:00,Medium,Chatbot,Unmatched,Unmatched,Matched,USR65214,MCH3980,Mismatch,Mismatch
CBK0002768,TXN00068399,USR40977,MCH2404,,2026-01-31 00:00:00,562.25,Unauthorized Transaction,user claims account was compromised before transaction.,Open,2026-02-03 07:38:22,High,Chatbot,Matched,Matched,Unmatched,,,Not Applicable,Not Applicable
CBK0001778,TXN00019856,USR11814,MCH9334,2026-02-02 10:18:46,2026-02-03 21:18:46,,Account Compromised,complaint received after multiple failed attempts. call dropped,Pending Bank,2026-12-02 00:00:00,High,Chatbot,Unmatched,Unmatched,Matched,USR68953,MCH9072,Mismatch,Mismatch
CBK0002238,TXN00002006,USR76792,MCH3459,,2026-01-29 00:00:00,637.05,Merchant Not Delivered,payment made to unknown merchant as per customer statement. details missing,Open,2026-02-20 00:00:00,Medium,Email,Unmatched,Matched,Matched,USR33190,MCH1613,Mismatch,Mismatch
CBK0001923,TXN00016966,USR62899,MCH8181,2026-10-01 00:00:00,2026-01-14 00:00:00,1081.02,Duplicate Debit,customer complaint text unclear due to poor call center notes.,Resolved,2026-01-21 00:00:00,Low,Email,Unmatched,Matched,Matched,USR99647,MCH9535,Mismatch,Mismatch
CBK0000471,TXN00007267,USR46455,MCH8953,2026-01-05 18:57:21,2026-01-20 19:57:21,890.07,Duplicate Debit,merchant service was not delivered after payment.,Rejected,,Low,Chatbot,Matched,Matched,Matched,USR49860,MCH8527,Mismatch,Mismatch
CBK0001626,TXN00049458,USR11987,MCH8783,2026-02-20 00:00:00,2026-02-22 18:45:00,12414.63,Customer Dispute,user claims account was compromised before transaction.,Open,2026-03-03 00:00:00,Critical,Branch,Matched,Unmatched,Unmatched,,,Not Applicable,Not Applicable
CBK0002210,TXN00005430,USR83180,MCH5840,2026-02-28 17:08:00,2026-03-31 13:08:00,1006.88,Unauthorized Transaction,complaint received after multiple failed attempts.,Pending Bank,2026-04-25 13:08:00,Medium,IVR,Matched,Unmatched,Matched,USR97643,MCH5475,Mismatch,Mismatch
CBK0000127,TXN00007654,USR54113,MCH3992,2026-03-06 00:00:00,2026-04-20 00:00:00,1028.53,Duplicate Debit,customer complaint text unclear due to poor call center notes.,Pending Bank,2026-05-05 21:02:00,Medium,Chatbot,Unmatched,Unmatched,Matched,USR61968,MCH9152,Mismatch,Mismatch
CBK0000705,TXN00001152,USR35882,MCH9206,2026-03-27 00:00:00,2026-03-28 00:00:00,1038.46,Duplicate Debit,customer complaint text unclear due to poor call center notes.,Rejected,2026-04-03 06:16:00,Medium,Chatbot,Unmatched,Unmatched,Matched,USR47047,MCH3798,Mismatch,Mismatch
CBK0000507,TXN00012054,USR64199,MCH5589,2026-03-02 13:39:09,,666.76,Fraud,complaint received after multiple failed attempts.,In Progress,2026-03-30 13:39:09,High,Call Center,Matched,Unmatched,Matched,USR45332,MCH8409,Mismatch,Mismatch
CBK0002408,TXN00013519,USR21313,MCH4396,2026-01-07 08:45:00,2026-01-10 14:45:00,4980.8,Merchant Not Delivered,merchant service was not delivered after payment.,In Progress,2026-08-02 00:00:00,High,Chatbot,Matched,Unmatched,Matched,USR86050,MCH8820,Mismatch,Mismatch
CBK0002332,TXN00002710,USR70317,MCH5459,2026-12-02 00:00:00,2026-02-13 00:00:00,2072.0,Merchant Not Delivered,user claims account was compromised before transaction.,Resolved,,Low,Chatbot,Unmatched,Matched,Matched,USR57379,MCH1838,Mismatch,Mismatch
CBK0000698,TXN00005431,USR66398,MCH1320,2026-03-31 13:31:09,2026-04-02 00:00:00,1631.64,Duplicate Debit,customer says transaction was not authorized.,Rejected,2026-04-22 11:31:00,High,Email,Unmatched,Matched,Matched,USR21089,MCH9897,Mismatch,Mismatch
CBK0000383,TXN00013042,USR84199,MCH9709,2026-03-27 00:00:00,2026-03-28 07:14:43,5855.28,Account Compromised,complaint received after multiple failed attempts.,Closed,2026-04-24 00:00:00,Medium,Branch,Unmatched,Unmatched,Matched,USR90938,MCH8960,Mismatch,Mismatch
CBK0001198,TXN00016001,USR34436,MCH2936,,2026-02-05 06:11:00,812.93,Fraud,payment made to unknown merchant as per customer statement.,Open,2026-02-22 00:00:00,High,Chatbot,Unmatched,Unmatched,Matched,USR58610,MCH3281,Mismatch,Mismatch
CBK0002194,,USR21052,MCH3797,2026-03-08 00:00:00,2026-03-12 00:00:00,,Unauthorized Transaction,user reports money deducted but merchant denies receiving payment.,Open,,Critical,App,Matched,Matched,Unmatched,,,Not Applicable,Not Applicable
CBK0001129,TXN00019231,USR32448,MCH5534,2026-02-03 00:00:00,2026-03-07 00:00:00,1213.34,Customer Dispute,user reports money deducted but merchant denies receiving payment.,Pending Bank,2026-03-26 00:00:00,Low,Chatbot,Unmatched,Unmatched,Matched,USR58918,MCH6901,Mismatch,Mismatch
CBK0002586,TXN00016107,USR77915,MCH8391,2026-03-15 00:00:00,2026-04-14 10:20:30,800.72,Customer Dispute,payment made to unknown merchant as per customer statement.,Open,2026-05-12 10:20:00,Low,Branch,Unmatched,Matched,Matched,USR82867,MCH3899,Mismatch,Mismatch
CBK0001794,TXN00009546,USR84804,MCH3045,2026-03-13 00:00:00,2026-03-14 00:00:00,562.28,Customer Dispute,customer says transaction was not authorized.,Open,2026-03-16 10:34:00,Medium,App,Unmatched,Unmatched,Matched,USR99776,MCH3844,Mismatch,Mismatch
CBK0000707,TXN00009174,USR25529,MCH1041,2026-03-28 00:00:00,2026-04-28 00:00:00,3544.0,Merchant Not Delivered,complaint received after multiple failed attempts.,In Progress,2026-04-05 00:00:00,Low,App,Unmatched,Matched,Matched,USR24736,MCH9934,Mismatch,Mismatch
CBK0000675,TXN00002371,USR78353,MCH5277,2026-02-26 00:00:00,2026-03-09 00:00:00,7577.71,Merchant Not Delivered,customer says amount was debited twice.,Rejected,2026-03-10 00:00:00,Medium,Email,Unmatched,Matched,Matched,USR62282,MCH8855,Mismatch,Mismatch
CBK0000461,TXN00013811,USR98133,MCH3815,2026-03-18 22:28:00,2026-03-21 00:00:00,2059.37,Account Compromised,user says upi pin was not entered by them. details missing,Pending Bank,,Medium,App,Matched,Unmatched,Matched,USR29958,MCH6169,Mismatch,Mismatch
CBK0000077,TXN00016365,USR65949,MCH5705,2026-01-17 10:07:00,2026-01-18 13:07:29,287.37,Duplicate Debit,user reports money deducted but merchant denies receiving payment.,Resolved,2026-02-05 00:00:00,Low,App,Unmatched,Matched,Matched,USR88225,MCH4066,Mismatch,Mismatch
CBK0000606,TXN00009406,USR72675,MCH2266,,2026-01-13 16:20:00,2488.0,Merchant Not Delivered,merchant service was not delivered after payment.,Rejected,2026-01-24 16:20:00,Medium,IVR,Unmatched,Matched,Matched,USR73644,MCH6734,Mismatch,Mismatch
CBK0000880,TXN00018703,USR63444,MCH2434,2026-01-31 00:00:00,2026-02-07 00:00:00,1513.0,Merchant Not Delivered,suspicious high-value payment disputed by customer.,In Progress,2026-02-21 16:50:46,Critical,Branch,Matched,Unmatched,Matched,USR48734,MCH1716,Mismatch,Mismatch
CBK0001536,TXN00003677,USR67399,MCH1566,2026-02-23 02:32:00,2026-02-28 15:32:00,1364.35,Merchant Not Delivered,customer says transaction was not authorized. pls check asap,Resolved,,Low,Email,Unmatched,Unmatched,Matched,USR44591,MCH1346,Mismatch,Mismatch
CBK0002472,TXN00013665,USR72656,MCH2756,2026-03-04 14:52:38,2026-03-07 00:00:00,616.17,Incorrect Amount,suspicious high-value payment disputed by customer. pls check asap,Resolved,2026-06-04 10:52:38,High,Chatbot,Unmatched,Unmatched,Matched,USR95364,MCH2574,Mismatch,Mismatch
CBK0002484,TXN00005205,USR19551,MCH5064,2026-02-26 00:00:00,2026-03-04 00:00:00,6694.94,Customer Dispute,complaint received after multiple failed attempts.,Resolved,,High,IVR,Matched,Matched,Matched,USR36909,MCH6447,Mismatch,Mismatch
CBK0002036,TXN00014884,USR50473,MCH6069,2026-02-20 00:00:00,2026-02-24 00:00:00,,Duplicate Debit,customer says amount was debited twice.,In Progress,2026-03-19 00:00:00,Medium,IVR,Unmatched,Matched,Matched,USR13211,MCH8916,Mismatch,Mismatch
CBK0000666,,USR33350,MCH6639,,2026-11-01 03:18:30,8521.71,Customer Dispute,user says upi pin was not entered by them. call dropped,Resolved,2026-01-28 00:00:00,Medium,Chatbot,Matched,Matched,Unmatched,,,Not Applicable,Not Applicable
CBK0002496,TXN00016961,USR12384,MCH4196,2026-02-26 13:00:00,2026-03-14 12:00:58,433.87,Merchant Not Delivered,customer says transaction was not authorized.,Open,2026-10-04 00:00:00,Medium,Branch,Unmatched,Unmatched,Matched,USR53948,MCH9431,Mismatch,Mismatch
CBK0002579,TXN00002668,USR57244,MCH3590,2026-02-02 00:00:00,2026-02-05 00:00:00,551.59,Unauthorized Transaction,user claims account was compromised before transaction.,Rejected,2026-03-03 00:00:00,High,Chatbot,Unmatched,Unmatched,Matched,USR34667,MCH5461,Mismatch,Mismatch
CBK0001621,TXN00006638,USR85507,MCH6644,2026-03-01 00:00:00,2026-01-19 00:00:00,2742.66,Incorrect Amount,user reports money deducted but merchant denies receiving payment.,Open,2026-02-08 00:00:00,Critical,Chatbot,Unmatched,Unmatched,Matched,USR23213,MCH2007,Mismatch,Mismatch
CBK0002033,TXN00018868,USR88284,MCH2152,2026-03-09 12:13:27,2026-03-13 00:00:00,180.66,Account Compromised,merchant service was not delivered after payment.,Closed,2026-04-09 00:00:00,High,Chatbot,Unmatched,Matched,Matched,USR86121,MCH9965,Mismatch,Mismatch
CBK0000887,TXN00005845,USR53491,MCH4767,2026-01-18 10:49:09,2026-01-21 00:00:00,,Customer Dispute,customer says amount was debited twice.,Pending Bank,2026-01-27 00:00:00,Critical,Chatbot,Unmatched,Matched,Matched,USR45002,MCH8001,Mismatch,Mismatch
CBK0002341,TXN00012704,USR27290,MCH3954,2026-01-19 00:00:00,2026-01-22 23:30:00,2025.76,Fraud,user reports money deducted but merchant denies receiving payment.,Closed,2026-02-07 00:00:00,High,Branch,Unmatched,Unmatched,Matched,USR14312,MCH6973,Mismatch,Mismatch
CBK0002499,TXN00012098,USR40113,MCH9719,2026-09-02 05:17:08,,708.0,Service Failed,merchant service was not delivered after payment.,Rejected,2026-02-19 08:17:00,Low,Email,Matched,Unmatched,Matched,USR56698,MCH3020,Mismatch,Mismatch
CBK0002356,TXN00014945,USR84844,MCH5076,2026-03-20 19:35:48,2026-03-21 00:00:00,1720.02,Customer Dispute,suspicious high-value payment disputed by customer.,Rejected,2026-03-25 00:00:00,Medium,App,Matched,Unmatched,Matched,USR60648,MCH2144,Mismatch,Mismatch
CBK0000488,TXN00008670,USR17815,MCH6810,2026-03-03 00:00:00,,992.85,Customer Dispute,user claims account was compromised before transaction.,In Progress,2026-03-27 00:00:00,Low,Chatbot,Matched,Unmatched,Matched,USR90775,MCH5042,Mismatch,Mismatch
CBK0001653,TXN00008030,USR83418,MCH6033,2026-02-02 00:00:00,2026-03-20 00:00:00,1200.17,Merchant Not Delivered,customer says amount was debited twice.,Resolved,2026-03-28 11:43:48,Medium,IVR,Unmatched,Matched,Matched,USR62989,MCH1195,Mismatch,Mismatch
CBK0002360,TXN00016689,USR22630,MCH6419,2026-05-03 00:00:00,2026-11-03 00:00:00,2052.97,Unauthorized Transaction,user claims account was compromised before transaction.,Pending Bank,,Low,Call Center,Unmatched,Matched,Matched,USR72771,MCH2117,Mismatch,Mismatch
CBK0002567,TXN00016286,USR90993,MCH5462,2026-03-13 02:22:00,2026-03-18 09:22:00,1887.01,Merchant Not Delivered,payment made to unknown merchant as per customer statement.,Closed,2026-04-16 00:00:00,Medium,Chatbot,Matched,Unmatched,Matched,USR20464,MCH6904,Mismatch,Mismatch
CBK0002701,TXN00015262,USR47926,MCH5959,2026-01-07 15:19:00,2026-01-08 00:00:00,2260.38,Customer Dispute,customer says amount was debited twice. na,Open,2026-01-29 00:00:00,Low,IVR,Unmatched,Matched,Matched,USR89760,MCH3412,Mismatch,Mismatch
CBK0001076,TXN00014751,USR40036,MCH9461,2026-01-15 00:00:00,2026-01-16 00:00:00,1337.67,Duplicate Debit,customer says amount was debited twice.,Pending Bank,,Medium,Chatbot,Unmatched,Unmatched,Matched,USR76631,MCH3771,Mismatch,Mismatch
CBK0001229,TXN00014638,USR33934,MCH4422,,2026-02-05 03:24:10,1064.0,Merchant Not Delivered,suspicious high-value payment disputed by customer.,Closed,,Low,IVR,Matched,Unmatched,Matched,USR48448,MCH6858,Mismatch,Mismatch
CBK0001253,TXN00048192,USR32413,MCH7724,2026-07-03 00:00:00,2026-09-03 00:00:00,1863.22,Customer Dispute,user claims account was compromised before transaction.,Pending Bank,,Low,IVR,Unmatched,Matched,Unmatched,,,Not Applicable,Not Applicable
CBK0001863,TXN00004455,USR92111,MCH2672,2026-01-24 00:00:00,2026-01-02 00:00:00,559.19,Fraud,payment made to unknown merchant as per customer statement.,Resolved,,Medium,Email,Matched,Unmatched,Matched,USR99175,MCH4180,Mismatch,Mismatch
CBK0000864,TXN00058515,USR41631,MCH1320,2026-01-21 00:00:00,2026-01-31 15:38:00,216.17,Merchant Not Delivered,customer complaint text unclear due to poor call center notes.,Pending Bank,,High,Chatbot,Matched,Matched,Unmatched,,,Not Applicable,Not Applicable
CBK0001853,TXN00008375,USR11036,MCH7833,2026-09-01 13:20:42,,372.08,Duplicate Debit,complaint received after multiple failed attempts.,Resolved,2026-02-10 19:20:42,Low,Branch,Unmatched,Matched,Matched,USR66264,MCH2040,Mismatch,Mismatch
CBK0001308,TXN00016774,USR71704,MCH4590,2026-03-14 00:00:00,2026-03-19 00:00:00,9878.08,Merchant Not Delivered,customer says amount was debited twice.,Pending Bank,2026-03-19 00:00:00,Critical,Branch,Unmatched,Unmatched,Matched,USR28326,MCH3771,Mismatch,Mismatch
CBK0001006,TXN00005755,USR95625,MCH4181,2026-03-29 16:15:15,2026-04-28 00:00:00,740.85,Fraud,suspicious high-value payment disputed by customer.,In Progress,,Medium,App,Unmatched,Unmatched,Matched,USR48591,MCH2143,Mismatch,Mismatch
CBK0001269,TXN00007095,USR24536,MCH8953,2026-06-02 04:54:54,2026-07-02 00:00:00,1816.0,Unauthorized Transaction,user says upi pin was not entered by them.,In Progress,2026-02-17 08:54:00,Medium,IVR,Unmatched,Matched,Matched,USR61593,MCH6393,Mismatch,Mismatch
CBK0000607,TXN00007941,USR62254,MCH1419,2026-01-03 00:00:00,2026-03-05 05:33:21,15519.36,Fraud,user reports money deducted but merchant denies receiving payment.,Rejected,,Low,Chatbot,Matched,Unmatched,Matched,USR84450,MCH7785,Mismatch,Mismatch
CBK0001541,TXN00011858,USR73594,MCH4651,2026-03-08 00:00:00,2026-07-04 00:00:00,7857.66,Duplicate Debit,payment made to unknown merchant as per customer statement. call dropped,Open,,Medium,Email,Unmatched,Matched,Matched,USR63885,MCH2942,Mismatch,Mismatch
CBK0000990,TXN00010883,USR94792,MCH2338,2026-03-01 00:00:00,2026-04-03 00:00:00,2301.28,Fraud,merchant service was not delivered after payment.,Closed,2026-03-07 00:00:00,Critical,IVR,Unmatched,Unmatched,Matched,USR25608,MCH9956,Mismatch,Mismatch
CBK0002713,TXN00016837,USR36321,MCH2065,2026-09-03 00:00:00,2026-03-13 00:00:00,,Customer Dispute,customer complaint text unclear due to poor call center notes.,Rejected,2026-03-25 00:00:00,High,Chatbot,Unmatched,Unmatched,Matched,USR94277,MCH4569,Mismatch,Mismatch
CBK0001590,TXN00014261,USR66321,MCH8391,2026-01-02 02:08:36,2026-01-07 00:00:00,750.7,Merchant Not Delivered,complaint received after multiple failed attempts.,Pending Bank,2026-01-15 00:00:00,Medium,IVR,Unmatched,Matched,Matched,USR69614,MCH8496,Mismatch,Mismatch
CBK0002311,TXN00011525,USR73683,MCH3681,2026-03-29 00:00:00,2026-04-14 00:00:00,3875.84,Customer Dispute,customer complaint text unclear due to poor call center notes.,Pending Bank,2026-11-05 00:00:00,Medium,Chatbot,Unmatched,Unmatched,Matched,USR54428,MCH8980,Mismatch,Mismatch
CBK0001892,TXN00019135,USR46902,MCH3656,2026-02-25 00:00:00,2026-02-28 00:00:00,690.96,Unauthorized Transaction,complaint received after multiple failed attempts.,Open,2026-03-03 00:00:00,Medium,Chatbot,Matched,Matched,Matched,USR93122,MCH4306,Mismatch,Mismatch
CBK0002635,TXN00012235,USR39811,MCH4990,2026-02-22 12:05:00,2026-02-24 16:05:00,10021.84,Duplicate Debit,customer complaint text unclear due to poor call center notes.,Open,,Medium,Call Center,Unmatched,Matched,Matched,USR20097,MCH4669,Mismatch,Mismatch
CBK0000537,TXN00006837,USR35532,MCH7922,2026-01-07 00:00:00,2026-01-09 10:28:51,374.0,Customer Dispute,suspicious high-value payment disputed by customer.,Resolved,,Medium,Chatbot,Unmatched,Matched,Matched,USR67361,MCH7054,Mismatch,Mismatch
CBK0000081,TXN00016937,USR98012,MCH5770,2026-01-25 00:00:00,2026-01-27 00:00:00,6269.03,Incorrect Amount,merchant service was not delivered after payment.,Resolved,2026-05-02 00:00:00,Medium,Email,Matched,Matched,Matched,USR63317,MCH5667,Mismatch,Mismatch
CBK0000117,TXN00008534,USR46501,MCH8277,2026-02-25 00:00:00,2026-08-03 00:00:00,652.86,Customer Dispute,customer says amount was debited twice.,Pending Bank,,High,Email,Matched,Matched,Matched,USR15977,MCH4159,Mismatch,Mismatch
CBK0001244,TXN00059954,USR15501,MCH3432,2026-12-03 11:29:14,2026-03-18 00:00:00,1289.25,Duplicate Debit,customer complaint text unclear due to poor call center notes.,Rejected,2026-03-21 00:00:00,Medium,App,Unmatched,Unmatched,Unmatched,,,Not Applicable,Not Applicable
CBK0001057,TXN00013162,USR95375,MCH1477,2026-03-28 00:00:00,2026-03-30 00:00:00,3182.0,Customer Dispute,customer says transaction was not authorized.,In Progress,2026-04-24 10:56:00,Medium,App,Matched,Matched,Matched,USR91158,MCH2239,Mismatch,Mismatch
CBK0002085,TXN00099329,USR70175,MCH8953,2026-07-03 00:00:00,2026-03-10 00:00:00,2454.92,Fraud,suspicious high-value payment disputed by customer.,In Progress,2026-04-07 21:00:00,Low,Chatbot,Matched,Matched,Unmatched,,,Not Applicable,Not Applicable
CBK0000847,TXN00010448,USR75789,MCH4429,2026-03-26 00:00:00,2026-03-28 00:00:00,387.13,Unauthorized Transaction,user reports money deducted but merchant denies receiving payment.,Rejected,2026-03-28 00:00:00,High,Call Center,Matched,Unmatched,Matched,USR80852,MCH9763,Mismatch,Mismatch
CBK0001388,TXN00008970,USR73474,MCH8142,,2026-04-01 12:45:30,4522.0,Duplicate Debit,customer says transaction was not authorized.,Open,,Low,IVR,Unmatched,Matched,Matched,USR48734,MCH6090,Mismatch,Mismatch
CBK0002155,TXN00016461,USR71348,MCH4824,2026-02-22 18:14:02,2026-02-25 00:00:00,734.05,Merchant Not Delivered,complaint received after multiple failed attempts.,Pending Bank,2026-05-03 00:00:00,High,IVR,Unmatched,Unmatched,Matched,USR77102,MCH4435,Mismatch,Mismatch
CBK0002217,TXN00017718,USR99570,MCH5980,2026-01-20 00:00:00,2026-01-23 00:00:00,1451.78,Customer Dispute,customer says txn was not authorized.,Rejected,2026-04-02 00:00:00,Low,Branch,Unmatched,Matched,Matched,USR10465,MCH5467,Mismatch,Mismatch
CBK0001218,TXN00074714,USR28268,MCH1154,,2026-03-30 00:00:00,2166.47,Merchant Not Delivered,merchant service was not delivered after payment.,Pending Bank,2026-04-03 00:00:00,High,Email,Unmatched,Matched,Unmatched,,,Not Applicable,Not Applicable
CBK0001265,TXN00004057,USR26009,MCH6381,2026-01-29 03:59:00,2026-01-30 00:00:00,1149.72,Duplicate Debit,user reports money deducted but merchant denies receiving payment.,In Progress,2026-02-15 15:59:11,Medium,App,Unmatched,Unmatched,Matched,USR49580,MCH2847,Mismatch,Mismatch
CBK0000087,TXN00008323,USR70375,MCH3815,2026-03-26 04:50:42,2026-03-29 08:50:42,36675.43,Account Compromised,merchant service was not delivered after payment.,Pending Bank,2026-03-29 08:50:42,Medium,IVR,Matched,Unmatched,Matched,USR64018,MCH1407,Mismatch,Mismatch
CBK0001572,TXN00014973,USR69706,MCH9344,2026-11-01 08:59:33,2026-01-11 10:59:00,737.0,Customer Dispute,user says upi pin was not entered by them.,Closed,2026-01-23 00:00:00,Low,Chatbot,Matched,Unmatched,Matched,USR71906,MCH1890,Mismatch,Mismatch
CBK0002221,TXN00016939,USR56378,MCH2383,2026-02-24 00:00:00,2026-03-07 00:00:00,27330.78,Customer Dispute,customer says transaction was not authorized.,Rejected,2026-03-12 00:00:00,Critical,IVR,Unmatched,Matched,Matched,USR19722,MCH5551,Mismatch,Mismatch
CBK0001983,TXN00012545,USR12475,MCH1320,2026-01-05 00:00:00,2026-07-01 21:57:07,886.93,Duplicate Debit,user says upi pin was not entered by them.,Rejected,2026-01-16 00:00:00,High,Call Center,Unmatched,Matched,Matched,USR54336,MCH5549,Mismatch,Mismatch
CBK0001310,TXN00006669,USR64847,MCH4786,,2026-02-18 15:36:00,2766.56,Duplicate Debit,customer complaint text unclear due to poor call center notes.,Closed,2026-03-13 00:00:00,Low,Call Center,Matched,Matched,Matched,USR38687,MCH7200,Mismatch,Mismatch
CBK0002495,TXN00002679,USR24536,MCH8280,2026-01-07 16:01:24,2026-01-15 11:01:00,1214.71,Account Compromised,user reports money deducted but merchant denies receiving payment.,Closed,2026-10-02 00:00:00,Low,Branch,Unmatched,Unmatched,Matched,USR76408,MCH7396,Mismatch,Mismatch
CBK0002000,TXN00006334,USR56042,MCH4130,2026-01-29 15:04:00,2026-02-09 00:00:00,1206.9,Duplicate Debit,customer says amount was debited twice. pls check asap,In Progress,2026-02-09 00:00:00,Medium,App,Matched,Unmatched,Matched,USR83227,MCH9533,Mismatch,Mismatch
CBK0000401,TXN00001653,USR33650,MCH5294,2026-02-04 00:00:00,2026-02-05 12:47:14,4022.0,Unauthorized Transaction,customer complaint text unclear due to poor call center notes.,In Progress,2026-07-02 12:47:14,Medium,IVR,Unmatched,Matched,Matched,USR86779,MCH2301,Mismatch,Mismatch
CBK0001880,TXN00013813,USR85610,MCH6626,2026-01-21 00:00:00,2026-07-03 00:00:00,,Fraud,customer says transaction was not authorized.,Rejected,2026-03-19 00:00:00,Medium,Chatbot,Unmatched,Matched,Matched,USR26668,MCH4809,Mismatch,Mismatch
