cluster_id,user_count,merchant_count,network_edge_count,transaction_count,transaction_amount,failed_transaction_count,failed_rate,chargeback_count,disputed_amount,chargeback_rate,high_risk_edges,risk_score,risk_level
2209,1,1,1,1.0,5346.44,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2210,3,1,3,3.0,17596.48,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2211,2,1,2,2.0,11072.43,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2212,1,1,1,1.0,21792.0,1.0,100.0,0.0,0.0,0.0,0,10.0,Low
2213,4,3,6,6.0,77587.84,0.0,0.0,0.0,0.0,0.0,0,5.0,Low
2214,7,2,8,8.0,73242.15000000001,0.0,0.0,0.0,0.0,0.0,0,10.0,Low
2215,1,1,1,1.0,4785.73,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2216,2,1,2,2.0,28946.86,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2217,1,1,1,1.0,22226.13,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2218,2,1,2,2.0,20714.97,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2219,1,1,1,1.0,13855.92,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2220,1,1,1,1.0,23688.6,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2221,5,3,7,6.0,100616.0,3.0,50.0,1.0,0.0,16.666666666666664,0,50.0,High
2222,1,1,1,1.0,15038.39,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2223,2,1,2,2.0,46594.97,1.0,50.0,0.0,0.0,0.0,0,10.0,Low
2224,2,1,2,2.0,39590.259999999995,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2225,2,1,2,2.0,37148.45,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2226,2,1,2,2.0,38816.770000000004,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2227,2,2,3,3.0,21965.37,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2228,3,1,3,3.0,49315.61,1.0,33.33333333333333,0.0,0.0,0.0,0,10.0,Low
2229,3,1,3,2.0,23753.18,0.0,0.0,1.0,2605.0,50.0,0,25.0,Medium
2230,3,1,3,2.0,36758.72,0.0,0.0,1.0,409.0,50.0,0,25.0,Medium
2231,2,1,2,2.0,26143.7,1.0,50.0,0.0,0.0,0.0,0,10.0,Low
2232,2,1,2,2.0,29987.54,1.0,50.0,0.0,0.0,0.0,0,10.0,Low
2233,8,4,11,11.0,133462.04,0.0,0.0,0.0,0.0,0.0,0,15.0,Low
2234,1,1,1,1.0,18910.73,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2235,2,1,2,2.0,32153.64,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2236,3,1,3,3.0,49754.89,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2237,3,2,4,4.0,36113.61,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2238,5,1,5,4.0,51577.36,0.0,0.0,1.0,1467.82,25.0,0,35.0,Medium
2239,6,2,7,6.0,59038.05,0.0,0.0,1.0,519.97,16.666666666666664,0,35.0,Medium
2240,3,1,3,3.0,22412.67,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2241,4,1,4,4.0,37757.86,1.0,25.0,0.0,0.0,0.0,0,10.0,Low
2242,1,1,1,1.0,4221.18,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2243,5,3,7,7.0,95795.41,0.0,0.0,0.0,0.0,0.0,0,15.0,Low
2244,2,1,2,1.0,5827.16,0.0,0.0,1.0,634.0,100.0,0,25.0,Medium
2245,3,1,3,3.0,36120.94,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2246,2,1,2,2.0,22517.93,1.0,50.0,0.0,0.0,0.0,0,10.0,Low
2247,1,1,1,1.0,22691.7,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2248,4,3,6,5.0,61304.25,0.0,0.0,1.0,562.07,20.0,0,30.0,Medium
2249,4,1,4,4.0,57906.43,1.0,25.0,0.0,0.0,0.0,0,10.0,Low
2250,2,1,2,2.0,28338.89,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2251,4,1,4,4.0,70378.4,1.0,25.0,0.0,0.0,0.0,0,10.0,Low
2252,1,1,1,1.0,18325.99,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2253,6,2,7,7.0,96839.22,2.0,28.57142857142857,0.0,0.0,0.0,0,20.0,Low
2254,1,1,1,1.0,13243.78,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2255,3,1,3,2.0,13964.060000000001,0.0,0.0,1.0,12194.3,50.0,0,25.0,Medium
2256,1,1,1,1.0,4342.6,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2257,4,1,4,4.0,54645.43,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2258,4,1,4,3.0,14082.97,0.0,0.0,1.0,316.55,33.33333333333333,0,25.0,Medium
2259,1,1,1,1.0,18266.85,1.0,100.0,0.0,0.0,0.0,0,10.0,Low
2260,2,1,2,2.0,15325.09,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2261,3,1,3,3.0,20388.39,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2262,4,1,4,3.0,33268.45,0.0,0.0,1.0,11729.72,33.33333333333333,0,25.0,Medium
2263,2,1,2,2.0,23412.73,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2264,4,1,4,4.0,54046.049999999996,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2265,1,1,1,1.0,7151.1,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2266,5,1,5,5.0,95792.52,0.0,0.0,0.0,0.0,0.0,0,10.0,Low
2267,2,1,2,2.0,13360.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2268,2,1,2,2.0,24241.2,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2269,2,1,2,2.0,26695.22,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2270,8,2,9,9.0,132157.59,0.0,0.0,0.0,0.0,0.0,0,10.0,Low
2271,4,2,5,5.0,61454.4,2.0,40.0,0.0,0.0,0.0,0,10.0,Low
2272,3,1,3,3.0,45328.83,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2273,4,1,4,4.0,92967.45,2.0,50.0,0.0,0.0,0.0,0,10.0,Low
2274,1,1,1,1.0,13484.45,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2275,7,3,9,8.0,86145.36,2.0,25.0,1.0,12115.08,12.5,0,50.0,High
2276,1,1,1,1.0,12126.62,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2277,2,1,2,2.0,32828.08,1.0,50.0,0.0,0.0,0.0,0,10.0,Low
2278,4,1,4,4.0,49271.99,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2279,3,1,3,2.0,7484.8,0.0,0.0,1.0,734.96,50.0,0,25.0,Medium
2280,4,2,5,5.0,75897.06,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2281,1,1,1,1.0,24102.32,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2282,2,1,2,2.0,20762.190000000002,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2283,2,1,2,2.0,37277.61,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2284,3,1,3,2.0,41006.08,0.0,0.0,1.0,9827.0,50.0,0,25.0,Medium
2285,1,1,1,1.0,21830.25,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2286,4,2,5,5.0,45618.09,2.0,40.0,0.0,0.0,0.0,0,10.0,Low
2287,1,1,1,1.0,11579.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2288,1,1,1,1.0,3217.46,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2289,6,2,7,7.0,102801.02,0.0,0.0,0.0,0.0,0.0,0,10.0,Low
2290,1,1,1,0.0,0.0,0.0,0.0,1.0,2166.47,0.0,0,5.0,Low
2291,6,2,7,6.0,95457.14,0.0,0.0,1.0,1065.28,16.666666666666664,0,35.0,Medium
2292,1,1,1,1.0,6948.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2293,3,1,3,2.0,23232.68,1.0,50.0,1.0,2702.06,50.0,0,35.0,Medium
2294,2,2,3,3.0,42955.79,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2295,2,1,2,2.0,27301.58,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2296,5,2,6,4.0,71633.86,0.0,0.0,2.0,2261.5299999999997,50.0,0,40.0,Medium
2297,6,2,7,6.0,63756.58,0.0,0.0,1.0,0.0,16.666666666666664,0,35.0,Medium
2298,5,2,6,6.0,47775.28,1.0,16.666666666666664,0.0,0.0,0.0,0,10.0,Low
2299,3,2,4,4.0,58031.6,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2300,2,1,2,1.0,15677.43,0.0,0.0,1.0,6400.05,100.0,0,25.0,Medium
2301,2,1,2,2.0,19729.55,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2302,6,2,7,6.0,91766.93,1.0,16.666666666666664,1.0,3679.43,16.666666666666664,0,35.0,Medium
2303,2,1,2,2.0,30318.5,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2304,2,1,2,2.0,37506.72,1.0,50.0,0.0,0.0,0.0,0,10.0,Low
2305,3,1,3,3.0,42783.92,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2306,1,2,2,2.0,21468.93,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2307,4,2,5,5.0,62925.77,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2308,7,3,9,9.0,117619.51,0.0,0.0,0.0,0.0,0.0,0,15.0,Low
2309,1,1,1,1.0,3186.71,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2310,6,4,9,8.0,74669.3,0.0,0.0,1.0,1505.96,12.5,0,40.0,Medium
2311,3,1,3,3.0,58853.21,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2312,3,1,3,3.0,46747.8,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2313,4,1,4,4.0,30789.39,1.0,25.0,0.0,0.0,0.0,0,10.0,Low
2314,2,1,2,2.0,40573.32,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2315,1,1,1,1.0,11784.6,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2316,1,1,1,1.0,5964.86,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2317,4,1,4,4.0,47164.91,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2318,6,2,7,6.0,80517.40000000001,2.0,33.33333333333333,1.0,3785.87,16.666666666666664,0,45.0,Medium
2319,2,1,2,1.0,17568.96,0.0,0.0,1.0,0.0,100.0,0,25.0,Medium
2320,2,1,2,1.0,18756.37,0.0,0.0,1.0,7674.03,100.0,0,25.0,Medium
2321,5,1,5,4.0,71908.55,0.0,0.0,1.0,1382.96,25.0,0,35.0,Medium
2322,1,1,1,1.0,14714.95,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2323,1,1,1,1.0,11138.54,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2324,2,1,2,2.0,10920.71,1.0,50.0,0.0,0.0,0.0,0,10.0,Low
2325,2,1,2,2.0,35400.09,1.0,50.0,0.0,0.0,0.0,0,10.0,Low
2326,2,1,2,2.0,5196.34,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2327,3,1,3,3.0,49389.36,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2328,2,1,2,2.0,23893.36,1.0,50.0,0.0,0.0,0.0,0,10.0,Low
2329,2,1,2,2.0,20049.45,1.0,50.0,0.0,0.0,0.0,0,10.0,Low
2330,1,1,1,1.0,1631.19,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2331,5,1,5,4.0,48239.63,0.0,0.0,1.0,766.94,25.0,0,35.0,Medium
2332,4,1,4,4.0,45191.090000000004,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2333,2,1,2,2.0,32346.15,1.0,50.0,0.0,0.0,0.0,0,10.0,Low
2334,2,1,2,2.0,29399.75,1.0,50.0,0.0,0.0,0.0,0,10.0,Low
2335,1,1,1,1.0,23661.95,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2336,1,1,1,1.0,24731.51,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2337,4,1,4,4.0,44772.689999999995,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2338,3,1,3,3.0,40792.3,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2339,1,1,1,1.0,12661.59,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2340,4,1,4,4.0,61920.130000000005,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2341,3,1,3,3.0,30440.65,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2342,6,2,7,7.0,88307.08,1.0,14.285714285714285,0.0,0.0,0.0,0,10.0,Low
2343,3,1,3,3.0,22672.690000000002,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2344,5,2,6,6.0,60234.32,1.0,16.666666666666664,0.0,0.0,0.0,0,10.0,Low
2345,2,1,2,2.0,25247.03,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2346,1,1,1,1.0,5768.11,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2347,1,1,1,1.0,634.02,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2348,4,1,4,3.0,22240.37,0.0,0.0,1.0,1797.0,33.33333333333333,0,25.0,Medium
2349,5,1,5,5.0,48521.1,1.0,20.0,0.0,0.0,0.0,0,20.0,Low
2350,2,1,2,2.0,39724.29,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2351,2,1,2,2.0,15156.740000000002,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2352,2,1,2,2.0,21493.28,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2353,2,1,2,2.0,21480.5,1.0,50.0,0.0,0.0,0.0,0,10.0,Low
2354,5,1,5,5.0,79757.69,0.0,0.0,0.0,0.0,0.0,0,10.0,Low
2355,2,1,2,2.0,29222.76,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2356,1,1,1,1.0,15651.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2357,2,1,2,2.0,27725.97,1.0,50.0,0.0,0.0,0.0,0,10.0,Low
2358,1,1,1,1.0,24397.57,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2359,2,1,2,1.0,12494.06,0.0,0.0,1.0,7171.27,100.0,0,25.0,Medium
2360,2,1,2,2.0,27443.2,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2361,1,1,1,1.0,23997.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2362,4,1,4,4.0,46490.35,1.0,25.0,0.0,0.0,0.0,0,10.0,Low
2363,1,1,1,1.0,22425.91,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2364,3,1,3,3.0,28447.660000000003,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2365,2,1,2,2.0,24732.71,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2366,1,1,1,1.0,18127.9,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2367,3,1,3,3.0,34186.42,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2368,2,1,2,1.0,18335.53,0.0,0.0,1.0,823.15,100.0,0,25.0,Medium
2369,2,1,2,2.0,6240.66,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2370,3,2,4,4.0,26115.21,1.0,25.0,0.0,0.0,0.0,0,10.0,Low
2371,2,1,2,2.0,12054.800000000001,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2372,2,1,2,2.0,33852.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2373,1,1,1,1.0,4224.02,1.0,100.0,0.0,0.0,0.0,0,10.0,Low
2374,2,1,2,2.0,21155.58,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2375,1,1,1,1.0,22717.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2376,2,1,2,2.0,7432.370000000001,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2377,5,1,5,5.0,82537.87,1.0,20.0,0.0,0.0,0.0,0,20.0,Low
2378,2,1,2,2.0,14321.96,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2379,10,2,11,10.0,161236.98,0.0,0.0,1.0,1143.89,10.0,0,35.0,Medium
2380,3,1,3,3.0,37726.03,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2381,3,1,3,3.0,42155.36,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2382,1,1,1,1.0,4142.61,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2383,4,1,4,3.0,25142.41,0.0,0.0,1.0,4081.84,33.33333333333333,0,25.0,Medium
2384,2,1,2,2.0,36659.259999999995,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2385,8,3,10,10.0,173912.13,3.0,30.0,0.0,0.0,0.0,0,25.0,Medium
2386,4,1,4,4.0,46032.35,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2387,3,2,4,3.0,9737.42,0.0,0.0,1.0,3569.92,33.33333333333333,0,25.0,Medium
2388,1,1,1,1.0,2433.17,1.0,100.0,0.0,0.0,0.0,0,10.0,Low
2389,2,1,2,2.0,28297.32,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2390,2,1,2,1.0,13334.68,0.0,0.0,1.0,1568.17,100.0,0,25.0,Medium
2391,6,2,7,7.0,70656.24,0.0,0.0,0.0,0.0,0.0,0,10.0,Low
2392,6,2,7,7.0,100157.45,2.0,28.57142857142857,0.0,0.0,0.0,0,20.0,Low
2393,2,1,2,2.0,46993.72,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2394,3,1,3,3.0,12401.07,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2395,2,1,2,2.0,44557.270000000004,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2396,3,1,3,3.0,23601.78,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2397,5,1,5,5.0,20978.489999999998,1.0,20.0,0.0,0.0,0.0,0,20.0,Low
2398,8,2,9,9.0,112036.02,1.0,11.11111111111111,0.0,0.0,0.0,0,10.0,Low
2399,3,1,3,2.0,15067.91,0.0,0.0,1.0,239.91,50.0,0,25.0,Medium
2400,6,2,7,7.0,89863.14,1.0,14.285714285714285,0.0,0.0,0.0,0,10.0,Low
2401,4,1,4,4.0,43808.21,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2402,2,1,2,2.0,6611.76,1.0,50.0,0.0,0.0,0.0,0,10.0,Low
2403,3,1,3,2.0,22745.05,0.0,0.0,1.0,0.0,50.0,0,25.0,Medium
2404,5,1,5,5.0,32125.8,0.0,0.0,0.0,0.0,0.0,0,10.0,Low
2405,3,1,3,3.0,23083.73,1.0,33.33333333333333,0.0,0.0,0.0,0,10.0,Low
2406,3,1,3,3.0,27473.82,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2407,3,1,3,2.0,10978.64,0.0,0.0,1.0,579.06,50.0,0,25.0,Medium
2408,3,1,3,2.0,16728.66,0.0,0.0,1.0,3349.24,50.0,0,25.0,Medium
2409,2,1,2,2.0,25194.96,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2410,3,1,3,3.0,28446.22,2.0,66.66666666666666,0.0,0.0,0.0,0,10.0,Low
2411,2,1,2,2.0,28537.73,1.0,50.0,0.0,0.0,0.0,0,10.0,Low
2412,1,1,1,1.0,18883.36,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2413,4,2,5,5.0,77809.23000000001,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2414,4,1,4,4.0,39301.24,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2415,1,1,1,1.0,18451.32,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2416,2,1,2,2.0,25109.37,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2417,4,1,4,4.0,39336.96,1.0,25.0,0.0,0.0,0.0,0,10.0,Low
2418,2,1,2,2.0,13247.85,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2419,11,3,13,13.0,200429.13,2.0,15.384615384615385,0.0,0.0,0.0,0,15.0,Low
2420,1,1,1,1.0,10799.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2421,3,2,4,4.0,49713.82,1.0,25.0,0.0,0.0,0.0,0,10.0,Low
2422,2,1,2,2.0,37034.86,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2423,2,1,2,2.0,16875.26,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2424,3,1,3,3.0,35281.909999999996,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2425,2,1,2,2.0,19194.47,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2426,8,3,10,10.0,155886.31,1.0,10.0,0.0,0.0,0.0,0,15.0,Low
2427,4,2,5,5.0,62722.32,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2428,1,1,1,1.0,17254.98,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2429,3,1,3,3.0,46214.17,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2430,4,1,4,4.0,51170.310000000005,2.0,50.0,0.0,0.0,0.0,0,10.0,Low
2431,2,1,2,2.0,26464.43,1.0,50.0,0.0,0.0,0.0,0,10.0,Low
2432,2,1,2,2.0,21268.59,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2433,2,1,2,2.0,18332.15,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2434,2,1,2,2.0,28633.559999999998,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2435,3,1,3,3.0,11405.96,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2436,3,2,4,4.0,50684.83,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2437,1,1,1,1.0,19086.9,1.0,100.0,0.0,0.0,0.0,0,10.0,Low
2438,1,1,1,1.0,6673.74,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2439,5,1,5,4.0,72599.33,0.0,0.0,1.0,188.6,25.0,0,35.0,Medium
2440,1,1,1,1.0,7756.95,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2441,1,1,1,0.0,0.0,0.0,0.0,1.0,752.91,0.0,0,5.0,Low
2442,2,1,2,1.0,19872.29,0.0,0.0,1.0,842.88,100.0,0,25.0,Medium
2443,3,1,3,3.0,47166.97,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2444,3,1,3,3.0,30719.489999999998,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2445,2,1,2,2.0,21838.4,1.0,50.0,0.0,0.0,0.0,0,10.0,Low
2446,3,1,3,3.0,24410.74,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2447,8,3,10,9.0,87258.69,0.0,0.0,1.0,913.38,11.11111111111111,0,40.0,Medium
2448,1,1,1,1.0,8849.92,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2449,1,1,1,1.0,22934.55,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2450,1,1,1,1.0,24513.7,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2451,1,1,1,1.0,16556.56,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2452,2,1,2,2.0,18957.73,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2453,2,1,2,2.0,15337.54,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2454,5,2,6,6.0,85623.62,0.0,0.0,0.0,0.0,0.0,0,10.0,Low
2455,2,1,2,1.0,15969.25,1.0,100.0,1.0,1780.33,100.0,0,35.0,Medium
2456,4,2,5,4.0,70139.29,0.0,0.0,1.0,5973.59,25.0,0,25.0,Medium
2457,2,1,2,2.0,18989.94,1.0,50.0,0.0,0.0,0.0,0,10.0,Low
2458,1,1,1,1.0,13.37,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2459,4,1,4,4.0,33397.25,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2460,10,4,13,13.0,140151.52,0.0,0.0,0.0,0.0,0.0,0,15.0,Low
2461,3,2,4,4.0,30759.239999999998,1.0,25.0,0.0,0.0,0.0,0,10.0,Low
2462,8,2,9,5.0,78688.65,0.0,0.0,4.0,5273.34,80.0,0,50.0,High
2463,2,1,2,2.0,22607.43,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2464,2,1,2,2.0,15367.9,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2465,4,1,4,4.0,60142.62,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2466,4,1,4,4.0,59199.22,1.0,25.0,0.0,0.0,0.0,0,10.0,Low
2467,3,1,3,3.0,43542.75,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2468,6,1,6,6.0,101216.95999999999,1.0,16.666666666666664,0.0,0.0,0.0,0,10.0,Low
2469,1,1,1,1.0,3074.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2470,7,3,9,8.0,110282.24,2.0,25.0,1.0,4196.87,12.5,0,50.0,High
2471,2,1,2,2.0,8367.93,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2472,4,1,4,3.0,30369.719999999998,1.0,33.33333333333333,1.0,2517.56,33.33333333333333,0,35.0,Medium
2473,2,1,2,2.0,33569.04,1.0,50.0,0.0,0.0,0.0,0,10.0,Low
2474,1,1,1,1.0,23260.66,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2475,5,3,7,7.0,98089.91,0.0,0.0,0.0,0.0,0.0,0,15.0,Low
2476,6,3,8,8.0,76208.19,0.0,0.0,0.0,0.0,0.0,0,15.0,Low
2477,5,2,6,5.0,57267.02,0.0,0.0,1.0,2399.47,20.0,0,35.0,Medium
2478,3,1,3,3.0,33856.52,1.0,33.33333333333333,0.0,0.0,0.0,0,10.0,Low
2479,7,2,8,8.0,82704.3,0.0,0.0,0.0,0.0,0.0,0,10.0,Low
2480,3,1,3,3.0,5004.09,1.0,33.33333333333333,0.0,0.0,0.0,0,10.0,Low
2481,1,1,1,1.0,10451.29,1.0,100.0,0.0,0.0,0.0,0,10.0,Low
2482,3,1,3,3.0,44160.34,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2483,3,1,3,2.0,32762.74,1.0,50.0,1.0,2120.67,50.0,0,35.0,Medium
2484,3,1,3,3.0,31790.59,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2485,4,2,5,4.0,80841.83,0.0,0.0,1.0,4841.06,25.0,0,25.0,Medium
2486,5,2,6,5.0,79457.58,1.0,20.0,1.0,19958.58,20.0,0,45.0,Medium
2487,3,1,3,2.0,38404.53,0.0,0.0,1.0,2898.66,50.0,0,25.0,Medium
2488,1,1,1,1.0,5050.48,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2489,4,1,4,3.0,24631.04,0.0,0.0,1.0,4452.54,33.33333333333333,0,25.0,Medium
2490,2,1,2,1.0,4324.0,1.0,100.0,1.0,1708.0,100.0,0,35.0,Medium
2491,3,1,3,1.0,21132.19,0.0,0.0,2.0,8275.7,200.0,0,30.0,Medium
2492,7,3,9,7.0,95943.38,1.0,14.285714285714285,2.0,5712.32,28.57142857142857,0,45.0,Medium
2493,3,1,3,3.0,54715.92,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2494,3,1,3,3.0,34256.0,1.0,33.33333333333333,0.0,0.0,0.0,0,10.0,Low
2495,2,1,2,2.0,5388.639999999999,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2496,2,1,2,2.0,20879.83,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
2497,3,1,3,3.0,48392.98,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
